File,Species,Stock,StartYear,EndYear,Years.user,Year.select,Gears.user,Lcut.user,Lc.user,Lstart.user,Linf.user,MK.user,mm.user,GausSel,MergeLF,Pile,Lm50,Comment,Source
snapper_stock.csv,snapper,snapper_North,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,FALSE,TRUE,FALSE,NA,27,,
snapper_stock.csv,snapper,snapper_South,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,FALSE,TRUE,FALSE,NA,27,,
snapper_stock.csv,snapper,snapper_Atauro,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,FALSE,TRUE,FALSE,NA,27,,
mackerel_stock.csv,mackerel_scad,mackerel_scad_North,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,FALSE,TRUE,FALSE,NA,15,,
mackerel_stock.csv,mackerel_scad,mackerel_scad_South,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,FALSE,TRUE,FALSE,NA,15,,
mackerel_stock.csv,mackerel_scad,mackerel_scad_Atauro,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,FALSE,TRUE,FALSE,NA,15,,
jacks_stock.csv,jacks_trevally,jacks_trevally_North,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,FALSE,TRUE,FALSE,NA,23,,
jacks_stock.csv,jacks_trevally,jacks_trevally_South,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,FALSE,TRUE,FALSE,NA,23,,
jacks_stock.csv,jacks_trevally,jacks_trevally_Atauro,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,FALSE,TRUE,FALSE,NA,23,,
